Timestamp,PlateNumber,DetectionScore,OcrConfidence,CombinedScore
2025-09-07T08:17:37.167144+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.208659+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.243963+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.284425+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.364674+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.404599+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.458640+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.511490+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.586615+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.771008+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.805529+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.838844+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.876627+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.916723+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.946112+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:37.984965+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.019905+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.053884+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.096576+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.127575+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.163588+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.202353+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.242963+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.285247+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.363368+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.408628+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.452461+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.490979+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.525651+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.603128+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.650473+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.691670+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.765028+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.809786+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.851455+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.887172+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:38.963418+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.007954+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.048366+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.084262+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.162961+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.203060+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.252639+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.290434+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.363205+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.409818+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.447142+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.507926+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.582410+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.630238+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.667210+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.702223+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.763026+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.804989+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.860549+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.894205+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:39.967491+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.007509+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.046364+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.083447+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.161246+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.202705+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.255581+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.293112+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.363149+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.406427+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.446369+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.492849+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.533340+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.609847+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.659240+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.695279+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.763189+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.807933+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.851221+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.886374+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:40.964352+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.009310+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.050585+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.086938+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.164551+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.205102+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.262927+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.297354+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.370528+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.409203+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.449350+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.519554+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.578469+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.626149+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.657832+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.691710+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.771367+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.807345+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.844658+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.890511+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:41.964725+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.008323+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.050588+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.090400+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.166570+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.204487+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.243337+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.283482+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.369969+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.404017+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.457925+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.501087+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.537615+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.607703+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.649116+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.687120+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.764535+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.804482+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.850034+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.886967+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:42.962797+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.005949+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.057195+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.097237+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.165765+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.203120+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.243915+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.285607+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.362875+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.403288+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.446546+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.512772+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.578226+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.621214+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.655095+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.691052+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.766979+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.811655+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.849904+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.890469+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:43.962816+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.005973+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.049538+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.086696+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.162479+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.207698+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.255265+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.287922+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.369030+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.404328+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.442622+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.483806+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.522237+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.602622+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.657003+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.688581+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.761468+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.804220+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.852545+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.887580+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:44.962592+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.002870+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.045115+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.091113+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.166953+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.209075+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.249025+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.289348+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.366667+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.404797+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.448580+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.517084+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.579701+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.627166+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.663425+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.697583+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.763360+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.803738+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.858964+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.896319+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:45.968453+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.004787+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.063228+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.096329+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.168249+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.205535+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.261386+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.294136+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.373787+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.408541+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.446881+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.490949+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.526117+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.606142+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.647424+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.689810+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.769006+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.802749+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.849739+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.889092+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:46.964219+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.005320+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.059447+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.092428+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.162694+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.204025+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.243731+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.283626+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.365623+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.402086+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.448044+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.512692+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.579564+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.621763+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.657529+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.691784+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.774421+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.809487+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.844702+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.884109+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:47.961417+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.003507+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.052281+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.094361+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.164068+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.210199+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.249665+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.287209+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.368899+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.411031+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.447359+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.486254+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.523198+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.603493+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.648462+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.683354+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.764415+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.802939+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.843927+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.884663+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:48.963063+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.009361+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.052648+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.089589+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.168493+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.216030+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.259547+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.299730+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.364415+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.405942+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.452854+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.516904+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.583248+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.763854+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.807749+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.839412+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.881894+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.911361+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.955926+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:49.988454+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.023874+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.058939+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.091840+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.129713+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.165845+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.204253+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.258900+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.298119+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.363050+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.406457+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.451537+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.487510+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.523831+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.607605+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.646269+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.692862+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.769977+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.806827+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.859812+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.892889+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:50.965057+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.007270+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.058643+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.094534+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.169946+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.210276+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.253356+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.287274+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.363362+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.404830+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.445233+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.511157+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.586828+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.632316+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.666336+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.703172+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.764514+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.810605+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.849725+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.882596+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:51.969479+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.010047+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.054392+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.088069+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.163505+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.202642+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.248460+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.288076+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.366656+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.406165+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.445057+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.489805+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.529401+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.622507+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.655128+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.695740+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.763964+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.802518+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.845005+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.884914+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:52.968505+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.013145+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.050104+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.092596+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.171804+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.212508+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.258747+00:00,GJ36AJ8335,0.85,0.991,0.9205
2025-09-07T08:17:53.291549+00:00,GJ36AJ8335,0.85,0.991,0.9205
